family,form,example,a,b,total,prompt,graph_id,rank,layer,position,feature,feature_id,edge_to_target,abs_edge
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,20,23,17,8967,L23_F8967,-0.1259765625,0.1259765625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,21,15,17,4571,L15_F4571,0.125244140625,0.125244140625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,22,12,17,8395,L12_F8395,0.1185302734375,0.1185302734375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,23,24,17,15269,L24_F15269,-0.11053466796875,0.11053466796875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,24,16,17,13745,L16_F13745,-0.10858154296875,0.10858154296875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,25,23,17,383,L23_F383,-0.1085205078125,0.1085205078125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,26,24,17,15454,L24_F15454,0.10528564453125,0.10528564453125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,27,0,3,14824,L0_F14824,0.1051025390625,0.1051025390625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,28,25,17,8566,L25_F8566,0.10455322265625,0.10455322265625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,29,22,17,3427,L22_F3427,0.103515625,0.103515625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,30,24,17,6985,L24_F6985,0.10321044921875,0.10321044921875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,31,18,17,1896,L18_F1896,-0.10186767578125,0.10186767578125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,32,4,17,8364,L4_F8364,-0.1015625,0.1015625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,33,19,17,4186,L19_F4186,0.09906005859375,0.09906005859375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,34,2,17,11080,L2_F11080,-0.09893798828125,0.09893798828125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,35,0,2,15499,L0_F15499,-0.09539794921875,0.09539794921875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,36,23,17,8449,L23_F8449,-0.0953369140625,0.0953369140625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,37,15,17,12472,L15_F12472,-0.0948486328125,0.0948486328125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,38,23,17,12703,L23_F12703,-0.09466552734375,0.09466552734375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,39,18,17,15667,L18_F15667,-0.0943603515625,0.0943603515625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,40,18,17,11589,L18_F11589,-0.08935546875,0.08935546875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,41,14,17,748,L14_F748,0.08746337890625,0.08746337890625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,42,3,17,3161,L3_F3161,-0.08544921875,0.08544921875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,43,7,17,755,L7_F755,-0.0831298828125,0.0831298828125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,44,16,17,439,L16_F439,0.08233642578125,0.08233642578125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,45,15,17,10238,L15_F10238,0.0816650390625,0.0816650390625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,46,17,2,626,L17_F626,0.08154296875,0.08154296875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,47,25,17,9695,L25_F9695,-0.08148193359375,0.08148193359375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,48,24,16,13541,L24_F13541,-0.07672119140625,0.07672119140625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,49,19,17,5872,L19_F5872,-0.07440185546875,0.07440185546875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,50,8,17,4552,L8_F4552,-0.07305908203125,0.07305908203125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,51,1,8,1840,L1_F1840,-0.0726318359375,0.0726318359375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,52,1,17,14137,L1_F14137,-0.0721435546875,0.0721435546875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,53,18,17,9924,L18_F9924,0.07208251953125,0.07208251953125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,54,23,17,13770,L23_F13770,0.06988525390625,0.06988525390625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,55,0,17,7898,L0_F7898,-0.06951904296875,0.06951904296875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,56,11,17,8983,L11_F8983,0.06903076171875,0.06903076171875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,57,24,17,7270,L24_F7270,-0.06866455078125,0.06866455078125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,58,2,14,16120,L2_F16120,0.068115234375,0.068115234375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,59,25,17,10325,L25_F10325,0.0675048828125,0.0675048828125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,60,0,17,12044,L0_F12044,0.0672607421875,0.0672607421875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,61,11,17,9318,L11_F9318,-0.0662841796875,0.0662841796875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,62,14,17,11604,L14_F11604,0.066162109375,0.066162109375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,63,22,17,2594,L22_F2594,0.06365966796875,0.06365966796875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,64,18,17,14749,L18_F14749,0.0633544921875,0.0633544921875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,65,16,17,12667,L16_F12667,-0.0628662109375,0.0628662109375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,66,0,2,15740,L0_F15740,0.06256103515625,0.06256103515625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,67,19,17,8959,L19_F8959,-0.061492919921875,0.061492919921875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,68,24,16,5999,L24_F5999,0.0606689453125,0.0606689453125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,69,23,17,57,L23_F57,0.060546875,0.060546875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,70,0,17,16171,L0_F16171,0.05999755859375,0.05999755859375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,71,19,17,9304,L19_F9304,-0.059844970703125,0.059844970703125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,72,24,17,5668,L24_F5668,-0.058258056640625,0.058258056640625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,73,0,11,8125,L0_F8125,0.058135986328125,0.058135986328125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,74,4,16,6072,L4_F6072,0.058013916015625,0.058013916015625
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,75,10,17,8218,L10_F8218,0.057861328125,0.057861328125
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,76,23,16,8449,L23_F8449,0.057464599609375,0.057464599609375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,77,14,17,14163,L14_F14163,0.057373046875,0.057373046875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,78,23,17,5188,L23_F5188,0.057373046875,0.057373046875
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,79,19,17,8283,L19_F8283,-0.05657958984375,0.05657958984375
addition,applied,2,3,1,4,A shelf has 3 books and receives 1 more. How many books now?,addition_applied_2,80,2,8,3992,L2_F3992,-0.056427001953125,0.056427001953125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,1,0,12,9026,L0_F9026,0.7177734375,0.7177734375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,2,24,12,13541,L24_F13541,0.438720703125,0.438720703125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,3,25,12,15920,L25_F15920,0.371826171875,0.371826171875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,4,25,12,14744,L25_F14744,0.3369140625,0.3369140625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,5,23,12,22,L23_F22,0.33544921875,0.33544921875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,6,25,12,4717,L25_F4717,0.286865234375,0.286865234375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,7,23,12,8967,L23_F8967,-0.254150390625,0.254150390625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,8,23,12,618,L23_F618,0.2286376953125,0.2286376953125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,9,24,12,5999,L24_F5999,-0.224609375,0.224609375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,10,25,12,13822,L25_F13822,0.210693359375,0.210693359375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,11,18,12,11589,L18_F11589,-0.1959228515625,0.1959228515625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,12,23,12,4940,L23_F4940,0.1812744140625,0.1812744140625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,13,22,12,3492,L22_F3492,0.1552734375,0.1552734375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,14,21,12,15253,L21_F15253,-0.1500244140625,0.1500244140625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,15,24,12,417,L24_F417,-0.1446533203125,0.1446533203125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,16,0,12,2115,L0_F2115,0.14453125,0.14453125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,17,23,12,8449,L23_F8449,-0.1434326171875,0.1434326171875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,18,23,12,4314,L23_F4314,-0.141357421875,0.141357421875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,19,25,12,9443,L25_F9443,0.136474609375,0.136474609375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,20,20,12,4413,L20_F4413,-0.12225341796875,0.12225341796875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,21,21,12,11951,L21_F11951,-0.120361328125,0.120361328125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,22,25,12,8117,L25_F8117,0.11260986328125,0.11260986328125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,23,14,12,4609,L14_F4609,-0.1063232421875,0.1063232421875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,24,21,12,9150,L21_F9150,-0.1046142578125,0.1046142578125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,25,21,12,447,L21_F447,-0.10003662109375,0.10003662109375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,26,24,12,1260,L24_F1260,-0.099365234375,0.099365234375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,27,21,12,11846,L21_F11846,-0.09893798828125,0.09893798828125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,28,4,12,666,L4_F666,-0.09832763671875,0.09832763671875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,29,5,12,898,L5_F898,0.09747314453125,0.09747314453125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,30,21,12,11473,L21_F11473,-0.0960693359375,0.0960693359375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,31,23,12,10882,L23_F10882,-0.09283447265625,0.09283447265625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,32,25,12,10281,L25_F10281,0.09271240234375,0.09271240234375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,33,24,12,5668,L24_F5668,-0.09246826171875,0.09246826171875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,34,18,12,7883,L18_F7883,-0.0924072265625,0.0924072265625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,35,0,12,8666,L0_F8666,0.0914306640625,0.0914306640625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,36,25,12,11933,L25_F11933,-0.09136962890625,0.09136962890625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,37,25,12,2438,L25_F2438,0.09051513671875,0.09051513671875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,38,17,12,11979,L17_F11979,-0.08966064453125,0.08966064453125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,39,3,12,7029,L3_F7029,0.089599609375,0.089599609375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,40,16,12,10564,L16_F10564,-0.08917236328125,0.08917236328125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,41,24,12,16012,L24_F16012,-0.08819580078125,0.08819580078125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,42,20,12,4878,L20_F4878,-0.08740234375,0.08740234375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,43,1,12,14137,L1_F14137,-0.08709716796875,0.08709716796875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,44,25,12,809,L25_F809,0.0841064453125,0.0841064453125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,45,25,12,10880,L25_F10880,0.082275390625,0.082275390625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,46,25,12,13185,L25_F13185,0.07904052734375,0.07904052734375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,47,24,12,16129,L24_F16129,-0.0780029296875,0.0780029296875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,48,24,12,12597,L24_F12597,-0.07586669921875,0.07586669921875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,49,24,12,11525,L24_F11525,-0.0758056640625,0.0758056640625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,50,23,12,928,L23_F928,0.07574462890625,0.07574462890625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,51,22,12,4751,L22_F4751,-0.07537841796875,0.07537841796875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,52,1,7,6917,L1_F6917,-0.0726318359375,0.0726318359375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,53,0,12,11835,L0_F11835,0.0697021484375,0.0697021484375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,54,15,11,14223,L15_F14223,0.06951904296875,0.06951904296875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,55,22,12,3655,L22_F3655,0.06884765625,0.06884765625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,56,25,12,8566,L25_F8566,0.06683349609375,0.06683349609375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,57,14,12,5299,L14_F5299,-0.0657958984375,0.0657958984375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,58,25,12,10885,L25_F10885,0.0650634765625,0.0650634765625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,59,4,12,4308,L4_F4308,0.06427001953125,0.06427001953125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,60,25,12,2173,L25_F2173,0.06396484375,0.06396484375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,61,0,4,9890,L0_F9890,0.06378173828125,0.06378173828125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,62,25,12,11779,L25_F11779,0.062347412109375,0.062347412109375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,63,5,12,2267,L5_F2267,0.061492919921875,0.061492919921875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,64,18,12,12341,L18_F12341,-0.060638427734375,0.060638427734375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,65,12,12,6951,L12_F6951,-0.060394287109375,0.060394287109375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,66,25,12,16308,L25_F16308,0.05975341796875,0.05975341796875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,67,19,12,1441,L19_F1441,0.059478759765625,0.059478759765625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,68,1,12,8764,L1_F8764,0.059173583984375,0.059173583984375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,69,25,12,11143,L25_F11143,0.059051513671875,0.059051513671875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,70,0,2,16200,L0_F16200,-0.05877685546875,0.05877685546875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,71,23,12,13770,L23_F13770,0.057159423828125,0.057159423828125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,72,2,12,12358,L2_F12358,0.05645751953125,0.05645751953125
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,73,14,11,14163,L14_F14163,0.055999755859375,0.055999755859375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,74,0,3,13658,L0_F13658,0.0556640625,0.0556640625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,75,3,2,13120,L3_F13120,-0.05511474609375,0.05511474609375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,76,24,12,4570,L24_F4570,-0.055023193359375,0.055023193359375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,77,25,12,8967,L25_F8967,-0.054901123046875,0.054901123046875
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,78,1,7,10468,L1_F10468,-0.054840087890625,0.054840087890625
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,79,10,12,7755,L10_F7755,0.05462646484375,0.05462646484375
addition,implicit,2,3,1,4,Record: start=3; added=1; total=?,addition_implicit_2,80,24,12,12405,L24_F12405,0.053863525390625,0.053863525390625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,1,24,7,312,L24_F312,0.64453125,0.64453125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,2,23,7,13548,L23_F13548,0.5,0.5
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,3,24,7,9499,L24_F9499,0.491943359375,0.491943359375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,4,25,7,15920,L25_F15920,0.438232421875,0.438232421875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,5,24,7,13541,L24_F13541,0.43310546875,0.43310546875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,6,18,7,8421,L18_F8421,0.38232421875,0.38232421875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,7,23,7,8967,L23_F8967,-0.319091796875,0.319091796875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,8,25,7,14744,L25_F14744,0.30615234375,0.30615234375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,9,20,7,14337,L20_F14337,0.265380859375,0.265380859375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,10,20,7,4347,L20_F4347,0.261962890625,0.261962890625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,11,20,7,5484,L20_F5484,0.2607421875,0.2607421875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,12,22,7,1234,L22_F1234,0.245361328125,0.245361328125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,13,25,7,4717,L25_F4717,0.2310791015625,0.2310791015625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,14,24,7,1677,L24_F1677,0.2283935546875,0.2283935546875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,15,25,7,14578,L25_F14578,-0.226806640625,0.226806640625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,16,20,7,3094,L20_F3094,0.197021484375,0.197021484375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,17,23,7,14355,L23_F14355,0.1912841796875,0.1912841796875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,18,21,7,11435,L21_F11435,0.18994140625,0.18994140625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,19,25,7,10325,L25_F10325,0.1898193359375,0.1898193359375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,20,24,7,4350,L24_F4350,0.1888427734375,0.1888427734375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,21,20,7,10358,L20_F10358,0.1885986328125,0.1885986328125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,22,25,7,13822,L25_F13822,0.1737060546875,0.1737060546875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,23,0,7,13004,L0_F13004,-0.166748046875,0.166748046875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,24,2,7,3014,L2_F3014,0.1510009765625,0.1510009765625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,25,24,7,5999,L24_F5999,-0.1490478515625,0.1490478515625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,26,25,7,7346,L25_F7346,0.1490478515625,0.1490478515625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,27,1,7,14137,L1_F14137,-0.1435546875,0.1435546875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,28,23,7,14350,L23_F14350,0.1435546875,0.1435546875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,29,14,7,3704,L14_F3704,-0.141357421875,0.141357421875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,30,22,7,5015,L22_F5015,0.14111328125,0.14111328125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,31,24,7,6063,L24_F6063,0.1405029296875,0.1405029296875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,32,25,7,7906,L25_F7906,0.1383056640625,0.1383056640625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,33,24,7,6187,L24_F6187,0.136962890625,0.136962890625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,34,25,7,9028,L25_F9028,0.1317138671875,0.1317138671875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,35,18,7,14777,L18_F14777,0.12890625,0.12890625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,36,18,7,12210,L18_F12210,0.12841796875,0.12841796875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,37,23,7,782,L23_F782,-0.12359619140625,0.12359619140625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,38,25,7,7426,L25_F7426,0.1231689453125,0.1231689453125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,39,25,7,10488,L25_F10488,0.12213134765625,0.12213134765625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,40,23,7,5188,L23_F5188,0.12078857421875,0.12078857421875
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,41,23,7,51,L23_F51,-0.11798095703125,0.11798095703125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,42,19,7,15020,L19_F15020,-0.11175537109375,0.11175537109375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,43,25,7,11933,L25_F11933,-0.1114501953125,0.1114501953125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,44,23,7,3403,L23_F3403,0.11114501953125,0.11114501953125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,45,23,7,2107,L23_F2107,-0.1080322265625,0.1080322265625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,46,22,7,15481,L22_F15481,0.10723876953125,0.10723876953125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,47,22,7,3777,L22_F3777,-0.10638427734375,0.10638427734375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,48,22,7,10146,L22_F10146,0.10333251953125,0.10333251953125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,49,21,7,2903,L21_F2903,0.101806640625,0.101806640625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,50,23,7,13206,L23_F13206,0.10113525390625,0.10113525390625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,51,25,7,9443,L25_F9443,0.1009521484375,0.1009521484375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,52,23,7,618,L23_F618,0.098876953125,0.098876953125
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,53,23,7,8600,L23_F8600,0.097900390625,0.097900390625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,54,19,7,4186,L19_F4186,0.0970458984375,0.0970458984375
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,55,25,7,11569,L25_F11569,0.09619140625,0.09619140625
addition,explicit,3,4,2,6,calc: 4+2=,addition_explicit_3,56,24,7,3171,L24_F3171,0.09307861328125,0.09307861328125
