source_form,target_form,a,b,source_prompt,target_prompt,total,feature_id,layer,feature,source_activation,target_activation,baseline_margin,changed_margin,damage,mode,status
explicit,subtraction,2,2,calc: 2+2=,calc: 2-2=,0,L24_F5999,24,5999,37.0625,32.65625,0.3828125,0.375,0.0078125,source_transfer,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L24_F13541,24,13541,84.9375,82.0,5.2265625,5.4453125,-0.21875,zero,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L24_F13541,24,13541,84.9375,82.0,5.2265625,5.21875,0.0078125,source_transfer,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L25_F15920,25,15920,115.3125,117.5,5.2265625,5.421875,-0.1953125,zero,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L25_F15920,25,15920,115.3125,117.5,5.2265625,5.21875,0.0078125,source_transfer,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L25_F14744,25,14744,55.625,53.4375,5.2265625,5.2578125,-0.03125,zero,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L25_F14744,25,14744,55.625,53.4375,5.2265625,5.21875,0.0078125,source_transfer,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L25_F4717,25,4717,169.875,172.0,5.2265625,5.7421875,-0.515625,zero,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L25_F4717,25,4717,169.875,172.0,5.2265625,5.2265625,0.0,source_transfer,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L25_F13822,25,13822,26.640625,24.546875,5.2265625,5.203125,0.0234375,zero,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L25_F13822,25,13822,26.640625,24.546875,5.2265625,5.2109375,0.015625,source_transfer,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L24_F5999,24,5999,37.0625,34.09375,5.2265625,5.2265625,0.0,zero,ok
explicit,multiplication,2,2,calc: 2+2=,calc: 2*2=,4,L24_F5999,24,5999,37.0625,34.09375,5.2265625,5.21875,0.0078125,source_transfer,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L24_F13541,24,13541,91.5625,91.5625,2.859375,3.015625,-0.15625,zero,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L24_F13541,24,13541,91.5625,91.5625,2.859375,2.859375,0.0,source_transfer,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L25_F15920,25,15920,113.6875,113.6875,2.859375,2.9765625,-0.1171875,zero,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L25_F15920,25,15920,113.6875,113.6875,2.859375,2.859375,0.0,source_transfer,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L25_F14744,25,14744,57.09375,57.09375,2.859375,2.921875,-0.0625,zero,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L25_F14744,25,14744,57.09375,57.09375,2.859375,2.859375,0.0,source_transfer,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L25_F4717,25,4717,166.75,166.75,2.859375,3.09375,-0.234375,zero,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L25_F4717,25,4717,166.75,166.75,2.859375,2.859375,0.0,source_transfer,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L25_F13822,25,13822,28.46875,28.46875,2.859375,2.84375,0.015625,zero,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L25_F13822,25,13822,28.46875,28.46875,2.859375,2.859375,0.0,source_transfer,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L24_F5999,24,5999,38.15625,38.15625,2.859375,2.890625,-0.03125,zero,ok
explicit,explicit,2,3,calc: 2+3=,calc: 2+3=,5,L24_F5999,24,5999,38.15625,38.15625,2.859375,2.859375,0.0,source_transfer,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L24_F13541,24,13541,91.5625,59.96875,0.087158203125,0.0556640625,0.031494140625,zero,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L24_F13541,24,13541,91.5625,59.96875,0.087158203125,0.103759765625,-0.0166015625,source_transfer,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L25_F15920,25,15920,113.6875,103.1875,0.087158203125,0.117431640625,-0.0302734375,zero,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L25_F15920,25,15920,113.6875,103.1875,0.087158203125,0.08447265625,0.002685546875,source_transfer,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L25_F14744,25,14744,57.09375,68.1875,0.087158203125,0.1329345703125,-0.0457763671875,zero,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L25_F14744,25,14744,57.09375,68.1875,0.087158203125,0.0947265625,-0.007568359375,source_transfer,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L25_F4717,25,4717,166.75,256.0,0.087158203125,0.052734375,0.034423828125,zero,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L25_F4717,25,4717,166.75,256.0,0.087158203125,0.07666015625,0.010498046875,source_transfer,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L25_F13822,25,13822,28.46875,43.4375,0.087158203125,0.0780029296875,0.0091552734375,zero,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L25_F13822,25,13822,28.46875,43.4375,0.087158203125,0.0843505859375,0.0028076171875,source_transfer,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L24_F5999,24,5999,38.15625,0.0,0.087158203125,0.087158203125,0.0,zero,ok
explicit,applied,2,3,calc: 2+3=,A shelf has 2 books and receives 3 more. How many books now?,5,L24_F5999,24,5999,38.15625,0.0,0.087158203125,0.102294921875,-0.01513671875,source_transfer,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L24_F13541,24,13541,91.5625,71.875,0.640625,0.681640625,-0.041015625,zero,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L24_F13541,24,13541,91.5625,71.875,0.640625,0.640625,0.0,source_transfer,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L25_F15920,25,15920,113.6875,102.25,0.640625,0.697265625,-0.056640625,zero,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L25_F15920,25,15920,113.6875,102.25,0.640625,0.63671875,0.00390625,source_transfer,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L25_F14744,25,14744,57.09375,61.6875,0.640625,0.697265625,-0.056640625,zero,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L25_F14744,25,14744,57.09375,61.6875,0.640625,0.65234375,-0.01171875,source_transfer,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L25_F4717,25,4717,166.75,217.5,0.640625,0.724609375,-0.083984375,zero,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L25_F4717,25,4717,166.75,217.5,0.640625,0.66015625,-0.01953125,source_transfer,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L25_F13822,25,13822,28.46875,32.8125,0.640625,0.642578125,-0.001953125,zero,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L25_F13822,25,13822,28.46875,32.8125,0.640625,0.64453125,-0.00390625,source_transfer,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L24_F5999,24,5999,38.15625,47.78125,0.640625,0.654296875,-0.013671875,zero,ok
explicit,implicit,2,3,calc: 2+3=,Record: start=2; added=3; total=?,5,L24_F5999,24,5999,38.15625,47.78125,0.640625,0.6484375,-0.0078125,source_transfer,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L24_F13541,24,13541,91.5625,84.25,1.328125,1.3984375,-0.0703125,zero,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L24_F13541,24,13541,91.5625,84.25,1.328125,1.3203125,0.0078125,source_transfer,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L25_F15920,25,15920,113.6875,111.0,1.328125,1.359375,-0.03125,zero,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L25_F15920,25,15920,113.6875,111.0,1.328125,1.328125,0.0,source_transfer,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L25_F14744,25,14744,57.09375,57.65625,1.328125,1.3515625,-0.0234375,zero,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L25_F14744,25,14744,57.09375,57.65625,1.328125,1.328125,0.0,source_transfer,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L25_F4717,25,4717,166.75,168.75,1.328125,1.4453125,-0.1171875,zero,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L25_F4717,25,4717,166.75,168.75,1.328125,1.3203125,0.0078125,source_transfer,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L25_F13822,25,13822,28.46875,22.125,1.328125,1.3125,0.015625,zero,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L25_F13822,25,13822,28.46875,22.125,1.328125,1.3359375,-0.0078125,source_transfer,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L24_F5999,24,5999,38.15625,34.46875,1.328125,1.34375,-0.015625,zero,ok
explicit,subtraction,2,3,calc: 2+3=,calc: 3-2=,1,L24_F5999,24,5999,38.15625,34.46875,1.328125,1.328125,0.0,source_transfer,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L24_F13541,24,13541,91.5625,81.875,2.9296875,3.109375,-0.1796875,zero,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L24_F13541,24,13541,91.5625,81.875,2.9296875,2.9140625,0.015625,source_transfer,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L25_F15920,25,15920,113.6875,113.4375,2.9296875,3.0546875,-0.125,zero,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L25_F15920,25,15920,113.6875,113.4375,2.9296875,2.9296875,0.0,source_transfer,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L25_F14744,25,14744,57.09375,54.125,2.9296875,2.9453125,-0.015625,zero,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L25_F14744,25,14744,57.09375,54.125,2.9296875,2.921875,0.0078125,source_transfer,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L25_F4717,25,4717,166.75,171.5,2.9296875,3.2421875,-0.3125,zero,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L25_F4717,25,4717,166.75,171.5,2.9296875,2.9453125,-0.015625,source_transfer,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L25_F13822,25,13822,28.46875,24.859375,2.9296875,2.8984375,0.03125,zero,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L25_F13822,25,13822,28.46875,24.859375,2.9296875,2.9375,-0.0078125,source_transfer,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L24_F5999,24,5999,38.15625,43.53125,2.9296875,2.9609375,-0.03125,zero,ok
explicit,multiplication,2,3,calc: 2+3=,calc: 2*3=,6,L24_F5999,24,5999,38.15625,43.53125,2.9296875,2.921875,0.0078125,source_transfer,ok
